,ACC,ACP,AVAILABLE,BIAS,BMAX,BMIN,BRB,BREP,BRM1,BRM2,DR,ENABLED,FORE,FROM FILE,ID,IMAX,IMIN,KMPOST,LINE,MODE,MREP,MULT,NFD,NOTE,NREP,OFF,OMAX,OMIN,OPENPATH,OREP,OUTOFRANGE,RANGE,RAW.UNITS,RB,RDR,REP,RULE,SCALING,SDB,SP,TAGS,TAVE,TEB,TOUT,VAL,XACC,XBRB,XBREP,XCOORD,XMREP,XNREP,XOREP,XRB,XRDR,XREP,YCOORD
,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PERCENT,PERCENT/MIN,PERCENT,n/a,PERCENT,PERCENT,PERCENT,PERCENT/MIN,PERCENT/MIN,PERCENT,n/a
BRYAN-02A-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,493,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,37252,,,,,,,4089
BRYAN-02B-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,538,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,37674,,,,,,,4609
BRYAN-02B-B0-PMLD,,,0,,15000,-99,,10000,,,MON_BRYAN_02B_B0_PMLD:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,554,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,BRYAN PRS,,,1,,,,,37956,,,,,,,4691
BRYAN-02B-B0-PMLS,,,0,,15000,-99,,10000,,,MON_BRYAN_02B_B0_PMLS:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,584,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,BRYAN PRS,,,1,,,,,37958,,,,,,,4482
BRYAN-02B-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,600,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,37956,,,,,,,4639
BRYAN-02B-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,615,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,37957,,,,,,,4423
BRYAN-03A-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,630,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,37689,,,,,,,5124
BRYAN-03A-B0-PMLD,,,0,,15000,-99,,10000,,,MON_BRYAN_03A_B0_PMLD:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,646,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,BRYAN PRS,,,1,,,,,37938,,,,,,,5295
BRYAN-03A-B0-PMLS,,,0,,15000,-99,,10000,,,MON_BRYAN_03A_B0_PMLS:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,662,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,BRYAN PRS,,,1,,,,,37945,,,,,,,4976
BRYAN-03A-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,678,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,37936,,,,,,,5242
BRYAN-03A-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,693,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,37944,,,,,,,4931
BRYAN-04A-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,708,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,37879,,,,,,,5631
BRYAN-04A-B0-PMLD,,,0,,15000,-99,,10000,,,MON_BRYAN_04A_B0_PMLD:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,724,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,BRYAN PRS,,,1,,,,,38016,,,,,,,5753
BRYAN-04A-B0-PMLS,,,0,,15000,-99,,10000,,,MON_BRYAN_04A_B0_PMLS:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,740,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,BRYAN PRS,,,1,,,,,37997,,,,,,,5514
BRYAN-04A-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,756,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,38015,,,,,,,5708
BRYAN-04A-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,771,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,37998,,,,,,,5462
BRYAN-B0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,1000,500,0,786,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN DENS,,,1,,,,,37276,,,,,,,6490
BRYAN-B0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_BRYAN_DRA:SNQ,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,500,0,0,895,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,BRYAN DRA FLW,,,1,0,,,,37659,,,,,,,6053
BRYAN-B0-DRA-LGT-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,801,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN DRA BV,,,1,,,,,37504,,,,,,,6154
BRYAN-B0-DRA-LGT-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,6625,-4999,0,833,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1,LINEAR,DISABLED,,0.08333,BRYAN DRA FLW,,,1,,,,,37504,,,,,,,6000
BRYAN-B0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,863,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN DRA BV,,,1,,,,,37504,,,,,,,6104
BRYAN-B0-DRA-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,6625,-4999,0,929,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,BRYAN DRA FLW,,,1,,,,,37504,,,,,,,5950
BRYAN-B0-LTP-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,959,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,37467,,,,,,,6490
BRYAN-B0-LTP-MOVKCK,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,975,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,37467,,,,,,,6580
BRYAN-B0-LTP-MOVOUT,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,991,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,37467,,,,,,,6534
BRYAN-B0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,1007,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,37166,,,,,,,6060
BRYAN-B0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,1023,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,37166,,,,,,,6158
BRYAN-B0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,1039,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,37166,,,,,,,6108
BRYAN-B0-PD,,,0,,15000,-99,,10000,,,MON_BRYAN_B0_PD:SP,1,,INPREP_INC\KSTD\LDS\BRYAN.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,BRYAN PRS,,,1,,,,,37478,,,,,,,6331
BRYAN-B0-PMLD,,,0,,15000,-99,,10000,,,MON_BRYAN_B0_PMLD:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,1055,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,BRYAN PRS,,,1,,,,,37295,,,,,,,5904
BRYAN-B0-PMLS,,,0,,15000,-99,,10000,,,MON_BRYAN_B0_PMLS:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,1071,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,BRYAN PRS,,,1,,,,,37053,,,,,,,5914
BRYAN-B0-PS,,,0,,15000,-99,,10000,,,MON_BRYAN_B0_PS:SP,1,,INPREP_INC\KSTD\LDS\BRYAN.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,BRYAN PRS,,,1,,,,,37057,,,,,,,6313
BRYAN-B0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTD\LDS\BRYAN.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(BRYAN-B0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,BRYAN FLW,,,1,,,,,37287,,,,,,,6350
BRYAN-B0-RTP-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,1087,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,36888,,,,,,,6490
BRYAN-B0-RTP-MOVIN,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,1103,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,36888,,,,,,,6537
BRYAN-B0-RTP-MOVKCK,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,1119,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BRYAN BV,,,1,,,,,36888,,,,,,,6582
BRYAN-B0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,1135,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,37477,,,,,,,6281
BRYAN-B0-TGRND,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,1150,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,,,,1,,,,,37081,,,,,,,6489
BRYAN-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,1164,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,37292,,,,,,,5864
BRYAN-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,1179,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,37052,,,,,,,5864
BRYAN-B0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,1194,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BRYAN TMP,,,1,,,,,37053,,,,,,,6263
BRYAN-FLOW,,,0,,6625,-4999,,10000,,,HF_BRYAN:SQ,1,,INPREP_INC\KSTD\LDS\BRYAN.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,BRYAN FLW,,,1,0,,,,37177,,,,,,,6350
BURNS-01A-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,4,0.5,0,18,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,BURNS BV,,,1,,,,,32124,,,,,,,5394
BURNS-01A-B0-PMLD,,,0,,15000,-99,,10000,,,MON_BURNS_01A_B0_PMLD:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,34,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,BURNS PRS,,,1,,,,,31876,,,,,,,5585
BURNS-01A-B0-PMLS,,,0,,15000,-99,,10000,,,MON_BURNS_01A_B0_PMLS:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,50,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,BURNS PRS,,,1,,,,,31843,,,,,,,5161
BURNS-01A-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,81,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BURNS TMP,,,1,,,,,31874,,,,,,,5527
BURNS-01A-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,96,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,BURNS TMP,,,1,,,,,31844,,,,,,,5103
CABRP+25-1-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,1229,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,CABRP BV,,,1,,,,,6270,,,,,,,1638
CABRP+25-1-A0-PMLD,,,0,,15000,-99,,10000,,,MON_CABRP_25_1_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,1245,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,CABRP PRS,,,1,,,,,6542,,,,,,,1654
CABRP+25-1-A0-PMLS,,,0,,15000,-99,,10000,,,MON_CABRP_25_1_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,1261,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,CABRP PRS,,,1,,,,,6030,,,,,,,1647
CABRP+25-1-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,1277,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CABRP TMP,,,1,,,,,6540,,,,,,,1607
CABRP+25-1-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,1292,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CABRP TMP,,,1,,,,,6024,,,,,,,1594
CABRP-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,1307,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,CABRP,,,1,,,,,5980,,,,,,,2640
CABRP-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,1322,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CABRP DENS,,,1,,,,,5980,,,,,,,2730
CABRP-A0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,1337,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,CABRP BV,,,1,,,,,5862,,,,,,,2287
CABRP-A0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,1353,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,CABRP BV,,,1,,,,,5864,,,,,,,2380
CABRP-A0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,1369,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,CABRP BV,,,1,,,,,5865,,,,,,,2332
CABRP-A0-PD,,,0,,15000,-99,,10000,,,MON_CABRP_A0_PD:SP,1,,INPREP_INC\KSTA\LDS\CABRP.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,CABRP PRS,,,1,,,,,6173,,,,,,,2561
CABRP-A0-PMLD,,,0,,15000,-99,,10000,,,MON_CABRP_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,1385,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,CABRP PRS,,,1,,,,,5973,,,,,,,2127
CABRP-A0-PMLS,,,0,,15000,-99,,10000,,,MON_CABRP_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,1401,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,CABRP PRS,,,1,,,,,5762,,,,,,,2130
CABRP-A0-PS,,,0,,15000,-99,,10000,,,MON_CABRP_A0_PS:SP,1,,INPREP_INC\KSTA\LDS\CABRP.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,CABRP PRS,,,1,,,,,5744,,,,,,,2565
CABRP-A0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\LDS\CABRP.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(CABRP-A0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,CABRP FLW,,,1,,,,,5982,,,,,,,2575
CABRP-A0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,1417,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CABRP TMP,,,1,,,,,6177,,,,,,,2519
CABRP-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,1432,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CABRP TMP,,,1,,,,,5974,,,,,,,2076
CABRP-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,1447,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CABRP TMP,,,1,,,,,5761,,,,,,,2081
CABRP-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,1462,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CABRP TMP,,,1,,,,,5745,,,,,,,2516
CABRP-FLOW,,,0,,6625,-4999,,10000,,,HF_CABRP:SQ,1,,INPREP_INC\KSTA\LDS\CABRP.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,CABRP FLW,,,1,0,,,,5872,,,,,,,2575
CARMA+36-4-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,1477,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,CARMA BV,,,1,,,,,18371,,,,,,,1556
CARMA+36-4-A0-PMLD,,,0,,15000,-99,,10000,,,MON_CARMA_36_4_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,1493,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,CARMA PRS,,,1,,,,,18217,,,,,,,1207
CARMA+36-4-A0-PMLS,,,0,,15000,-99,,10000,,,MON_CARMA_36_4_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,1509,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,CARMA PRS,,,1,,,,,18104,,,,,,,1900
CARMA+36-4-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,1525,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CARMA TMP,,,1,,,,,18213,,,,,,,1154
CARMA+36-4-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,1540,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CARMA TMP,,,1,,,,,18101,,,,,,,1848
CARMA-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,1555,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,CARMA,,,1,,,,,18137,,,,,,,2654
CARMA-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,1570,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CARMA DENS,,,1,,,,,18110,,,,,,,2740
CARMA-A0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_CARMA_DRA:SNQ,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,500,0,0,1601,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,CARMA DRA FLW,,,1,0,,,,18545,,,,,,,2179
CARMA-A0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,1585,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,CARMA DRA BV,,,1,,,,,18387,,,,,,,2232
CARMA-A0-DRA-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,6625,-4999,0,1618,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,CARMA DRA FLW,,,1,,,,,18390,,,,,,,2127
CARMA-A0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,1633,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,CARMA BV,,,1,,,,,17954,,,,,,,2261
CARMA-A0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,1649,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,CARMA BV,,,1,,,,,17954,,,,,,,2362
CARMA-A0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,1665,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,CARMA BV,,,1,,,,,17954,,,,,,,2316
CARMA-A0-PD,,,0,,15000,-99,,10000,,,MON_CARMA_A0_PD:SP,1,,INPREP_INC\KSTA\LDS\CARMA.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,CARMA PRS,,,1,,,,,18411,,,,,,,2579
CARMA-A0-PMLD,,,0,,15000,-99,,10000,,,MON_CARMA_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,1681,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,CARMA PRS,,,1,,,,,18130,,,,,,,2140
CARMA-A0-PMLS,,,0,,15000,-99,,10000,,,MON_CARMA_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,1697,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,CARMA PRS,,,1,,,,,17776,,,,,,,2133
CARMA-A0-PS,,,0,,15000,-99,,10000,,,MON_CARMA_A0_PS:SP,1,,INPREP_INC\KSTA\LDS\CARMA.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,CARMA PRS,,,1,,,,,17754,,,,,,,2576
CARMA-A0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\LDS\CARMA.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(CARMA-A0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,CARMA FLW,,,1,,,,,18081,,,,,,,2576
CARMA-A0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,1713,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,CARMA TMP,,,1,,,,,18408,,,,,,,2529
