,Ac,Ag,AHIP,Bc,Bg1,Bg2,Cc,Cg,CURRENT_MODE,Dg,Eg,Fg,FORCED,FREE,Gg,HFElc,HFElh,HFEtc,HFEth,Hg,MFC,Re1,Re2,TEMP
,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,KJ/HR-M2-DC,n/a,n/a,DC
Thermal Mode,,,Yes,,,,,,TRANSTHERMAL,,,,MEAN.TEMP,MEAN.TEMP,,,,,,,,,,8
