,A,B,BFC,COLOR,COMP.UNIT,CONST VP,CV0,CVT,D0,DENERR,FROM FILE,K0,KT,MXWT,Ordering,P0,PD,PM0,PMODERR,PPMULT,PTMULT,S0,SPC,STC,T0,T1,T2,TM0,TTMULT,VERR,VP1,VP2
,n/a,n/a,n/a,n/a,n/a,n/a,KJ/KG-DC,KJ/KG-DC2,KG/M3,KG/M3,n/a,KJ/HR-M-DC,KJ/HR-M-DC2,n/a,n/a,KPAA,KPA,KPA,n/a,n/a,n/a,PA,PA/KPA,PA/DC,DC,DC,DC,DC,n/a,n/a,KPAA,KPAA
WCC,11.0661,4.24098,,CYAN,FR,No,1.51344,0.00428,793,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,207,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WCS1,9.43016,3.57167,,PURPLE,FR,No,1.51344,0.00428,925,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,208,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WCS2,9.32758,3.5297,,PURPLE,FR,No,1.51344,0.00428,927,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,209,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WCS3,9.27468,3.50806,,PURPLE,FR,No,1.51344,0.00428,934,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,210,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WCS5,9.10577,3.43896,,PURPLE,FR,No,1.51344,0.00428,924.5,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,211,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WCS6,9.32804,3.52989,,PURPLE,FR,No,1.51344,0.00428,930.5,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,212,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WDB1,8.9104,3.35903,,BLACK,FR,No,1.51344,0.00428,922,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,213,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WDB2,8.91874,3.36244,,BLACK,FR,No,1.51344,0.00428,922,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,214,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WDB3,8.91575,3.36122,,BLACK,FR,No,1.51344,0.00428,922,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,215,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WDB5,8.94002,3.37114,,BLACK,FR,No,1.51344,0.00428,922,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,216,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WDB6,8.92328,3.3643,,BLACK,FR,No,1.51344,0.00428,922,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,217,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WH1,9.60579,3.64353,,PURPLE,FR,No,1.51344,0.00428,919,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,218,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WH2,9.60579,3.64353,,PURPLE,FR,No,1.51344,0.00428,919,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,219,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WH3,9.60579,3.64353,,PURPLE,FR,No,1.51344,0.00428,919,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,220,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WH5,9.60579,3.64353,,PURPLE,FR,No,1.51344,0.00428,919,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,221,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WH6,9.60579,3.64353,,PURPLE,FR,No,1.51344,0.00428,919,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,222,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WHB1,9.47448,3.5898,,PURPLE,FR,No,1.51344,0.00428,928,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,223,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WHB2,9.46686,3.58668,,PURPLE,FR,No,1.51344,0.00428,928,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,224,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WHB3,9.46489,3.58588,,PURPLE,FR,No,1.51344,0.00428,928,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,225,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WHB5,9.49271,3.59726,,PURPLE,FR,No,1.51344,0.00428,928,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,226,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WHB6,9.44693,3.57853,,PURPLE,FR,No,1.51344,0.00428,928,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,227,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WOS,11.0256,4.22438,,CYAN,FR,No,1.51344,0.00428,788,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,228,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WTA,10.3545,3.94983,,CYAN,FR,No,1.51344,0.00428,790,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,229,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WTI,9.40716,3.56226,,CYAN,FR,No,1.51344,0.00428,821,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,230,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
WTS,8.98237,3.38847,,CYAN,FR,No,1.51344,0.00428,854,100,INPREP_INC\Common\FLUIDS.INC,0.5043,0,,231,101.325,,,,-13.7172,-8.0614,,,,15,,,-1594.31,0.787762,50,,
