,Actual Flow,Efficiency
,AM3/HR,FR
PNLPN_PUMP_EFF,0,0
PNLPN_PUMP_EFF,1324.89,0.31
PNLPN_PUMP_EFF,2649.79,0.55
PNLPN_PUMP_EFF,3974.68,0.71
PNLPN_PUMP_EFF,5299.58,0.82
PNLPN_PUMP_EFF,6624,0.88
PNLPN_PUMP_EFF,7949.36,0.9
PNLPN_PUMP_EFF,9274.26,0.89
